Rating,Company_Name,Headquarters,Founded,Type_of_ownership,Industry,Sector,Revenue,Min_Salary,Max_Salary,Avg_Salary,Job_State,new_job_title,Year_of_Operation,Business_Size,Python,Excel,Tableau,Power_BI,SQL,AWS,Hadoop,Azure,Spark,Machine_Learning,Matlab
4.3,h2o.ai,"Mountain View, CA",2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,,1,,NY,Data Scientist,14,Large Business,0,1,0,0,0,1,0,1,0,1,0
4.2,Octane,"New York, NY",2014,Company - Private,Lending,Finance,Unknown,,1,,NY,Data Engineer,11,Medium Business,1,0,0,0,1,1,0,0,1,0,0
3.1,Icon Health and Fitness,"Logan, UT",1977,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion ,33.0,61,47.0,UT,Data Analyst,48,Enterprise Business,1,1,1,0,1,0,0,0,0,0,0
3.8,Shipt,"Birmingham, AL",2014,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,Unknown,44.0,86,65.0,AL,Data Engineer,11,Large Business,1,1,0,0,1,1,0,0,1,0,0
4.8,Health Union,"Philadelphia, PA",2009,Company - Private,Publishing,Media,Unknown,,1,,PA,Data Analyst,16,Medium Business,0,1,1,0,0,0,0,0,0,0,0
3.8,Associated Banc-Corp,"Green Bay, WI",1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion ,43.0,77,60.0,WI,Data Analyst,155,Enterprise Business,0,1,0,0,0,1,0,0,0,0,0
4.0,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,125.0,210,167.5,NY,Data Scientist,176,Enterprise Business,0,1,0,0,0,1,0,0,0,0,0
3.8,Fareportal,"New York, NY",2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion ,44.0,86,65.0,NY,Data Analyst,23,Enterprise Business,0,1,0,0,1,0,0,0,0,0,0
3.6,Shine Systems,"Charlottesville, VA",2008,Company - Private,Consulting,Business Services,Unknown,,1,,VA,Other,17,Medium Business,0,0,0,0,0,0,0,0,0,0,0
4.0,Novetta,"Mc Lean, VA",2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million ,69.0,119,94.0,VA,Data Analyst,13,Large Business,1,0,0,0,1,0,0,0,0,0,0
1.9,Moda Operandi,"New York, NY",2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million ,65.0,110,87.5,NY,Data Analyst,15,Large Business,1,1,0,0,1,0,0,0,0,0,0
4.0,Novetta,"Mc Lean, VA",2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million ,67.0,127,97.0,VA,Data Engineer,13,Large Business,1,0,0,0,1,1,1,0,1,0,0
4.3,Genesys,"Daly City, CA",1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion ,78.0,147,112.5,NC,Data Engineer,35,Enterprise Business,1,0,0,0,0,1,1,0,1,0,0
3.5,PACT Pharma,"South San Francisco, CA",2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,CA,Other,9,Medium Business,0,0,0,0,0,0,0,0,0,0,0
3.6,MassMutual,"Springfield, MA",1851,Company - Private,Insurance Carriers,Insurance,$10+ billion ,66.0,117,91.5,MA,Other,174,Enterprise Business,0,1,0,0,1,1,1,0,1,0,0
3.3,Liberty Mutual Insurance,"Boston, MA",1912,Company - Private,Insurance Carriers,Insurance,$10+ billion ,37.0,66,51.5,IN,Other,113,Enterprise Business,1,1,0,0,1,0,0,0,0,0,0
3.8,Novartis,"Basel, Switzerland",1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,86.0,143,114.5,MA,Data Scientist,29,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
4.3,USEReady,"New York, NY",2011,Company - Private,Consulting,Business Services,$10 to $25 million ,84.0,146,115.0,NY,Data Scientist,14,Large Business,1,0,1,0,1,1,1,1,1,1,0
3.2,"Numeric, LLC","Chadds Ford, PA",2025,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million ,50.0,98,74.0,PA,Other,0,Small Business,1,0,0,0,1,1,0,1,0,0,0
4.7,QK,"Visalia, CA",1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million ,38.0,64,51.0,CA,Other,53,Medium Business,0,1,0,0,0,0,0,0,0,0,0
3.4,Tivity Health,"Franklin, TN",1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown,90.0,110,100.0,AZ,Data Engineer,44,Large Business,0,0,0,0,1,0,1,0,0,0,0
3.8,Novartis,"Basel, Switzerland",1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,92.0,150,121.0,MA,Data Scientist,29,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
4.5,Demandbase,"San Francisco, CA",2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million ,90.0,153,121.5,CA,Data Analyst,19,Large Business,0,0,1,1,1,0,0,0,0,1,0
4.7,Job Juncture,"Houston, TX",1992,Company - Private,Staffing & Outsourcing,Business Services,Less than $1 million ,,1,,MA,Data Scientist,33,Enterprise Business,1,0,0,0,1,0,0,0,0,1,0
3.1,Santander,"Madrid, Spain",1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion ,43.0,82,62.5,MA,Data Scientist,169,Enterprise Business,1,1,0,0,1,0,0,0,0,0,1
0.0,Monte Rosa Therapeutics,Other,2025,Other Organization,Other Industries,Other Sector,Unknown,100.0,135,117.5,MA,Other,0,Unknown,0,1,0,0,0,0,0,0,0,0,0
3.9,Luminar Technologies,"Orlando, FL",2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown,93.0,151,122.0,FL,Data Scientist,13,Large Business,1,0,0,0,0,1,0,0,0,0,1
4.4,BRMi,"Washington, DC",2004,Company - Private,IT Services,Information Technology,Unknown,61.0,109,85.0,VA,Data Engineer,21,Medium Business,1,0,0,0,0,1,1,1,1,0,0
3.4,IntraEdge,"Chandler, AZ",2002,Company - Private,IT Services,Information Technology,$50 to $100 million ,42.0,79,60.5,AZ,Data Engineer,23,Large Business,1,0,0,0,1,1,0,0,1,0,0
3.9,Zest AI,"Burbank, CA",2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million ,139.0,221,180.0,CA,Data Scientist,16,Medium Business,1,1,0,0,1,0,0,0,0,1,0
4.7,Veterans United Home Loans,"Columbia, MO",2002,Company - Private,Lending,Finance,Unknown,40.0,101,70.5,MO,Other,23,Enterprise Business,0,1,1,0,1,0,1,0,1,0,0
3.3,Peraton,"Herndon, VA",2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion ,84.0,153,118.5,VA,Data Engineer,8,Enterprise Business,1,0,0,0,1,0,1,0,1,0,0
3.9,"Emtec, Inc.","Jacksonville, FL",1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million ,52.0,81,66.5,IL,Other,30,Large Business,1,0,1,1,1,0,0,0,0,0,0
3.4,PA Consulting,"London, United Kingdom",1943,Company - Private,Consulting,Business Services,$100 to $500 million ,81.0,134,107.5,MA,Data Scientist,82,Enterprise Business,0,1,1,0,1,0,1,0,1,1,0
4.7,Praetorian,"Austin, TX",2010,Company - Private,Security Services,Business Services,$10 to $25 million ,97.0,180,138.5,TX,Data Engineer,15,Medium Business,1,0,0,0,1,0,0,0,1,1,0
2.7,Advanced BioScience Laboratories,"Rockville, MD",1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million ,49.0,113,81.0,MD,Other,64,Large Business,0,0,0,0,0,0,0,0,0,0,0
3.8,COUNTRY Financial,"Bloomington, IL",1925,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion ,44.0,73,58.5,IL,Data Engineer,100,Enterprise Business,1,1,0,0,1,0,1,0,1,1,0
3.4,Echo Global Logistics,"Chicago, IL",2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion ,75.0,140,107.5,IL,Data Engineer,20,Enterprise Business,0,0,0,0,1,0,0,0,0,0,0
3.8,Agios Pharmaceuticals,"Cambridge, MA",2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million ,84.0,157,120.5,MA,Other,17,Large Business,0,0,0,0,0,0,0,0,0,0,0
3.9,Tapjoy,"San Francisco, CA",2007,Company - Private,Internet,Information Technology,$10 to $25 million ,40.0,87,63.5,CA,Data Scientist,18,Large Business,1,0,0,0,1,0,0,0,1,1,0
3.1,Reynolds American,"Winston-Salem, NC",1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion ,68.0,139,103.5,KY,Other,150,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
4.1,Mentor Graphics,"Wilsonville, OR",1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion ,72.0,142,107.0,CA,Data Scientist,44,Enterprise Business,1,1,0,0,0,0,0,0,0,1,1
3.7,Maxar Technologies,"Westminster, CO",2025,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion ,74.0,137,105.5,VA,Data Engineer,0,Enterprise Business,1,0,0,0,1,0,1,0,1,1,0
2.8,ICW Group,"San Diego, CA",1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion ,57.0,109,83.0,CA,Data Engineer,53,Large Business,0,0,1,1,1,0,0,0,0,0,0
3.4,Orange Coast Memorial Medical Center,"Fountain Valley, CA",2005,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$2 to $5 billion ,,1,,CA,Other,20,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
4.0,Glassdoor,"Mill Valley, CA",2007,Company - Private,Internet,Information Technology,Unknown,121.0,203,162.0,CA,Data Engineer,18,Enterprise Business,1,1,0,0,0,1,1,0,1,1,0
4.0,"Meridian Technologies, Inc","Farmington Hills, MI",2025,Unknown,Other Industries,Other Sector,Unknown,,1,,WA,Data Engineer,0,Unknown,1,1,0,0,1,1,1,0,1,1,0
3.5,Esri,"Redlands, CA",1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion ,52.0,85,68.5,CA,Data Scientist,56,Enterprise Business,1,1,0,0,0,0,0,0,1,1,0
4.5,Blue Owl,"San Francisco, CA",2016,Company - Private,Internet,Information Technology,Unknown,,1,,CA,Data Scientist,9,Medium Business,1,0,0,0,0,0,0,0,0,1,0
4.4,"Volume Integration, LLC","Reston, VA",2013,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million ,,1,,VA,Data Scientist,12,Medium Business,1,0,0,0,1,1,0,0,0,1,0
3.4,Assurant,"New York, NY",1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion ,81.0,140,110.5,OH,Data Scientist,47,Enterprise Business,0,1,0,0,1,0,0,0,0,1,0
3.7,F&G,"Des Moines, IA",2025,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million ,83.0,148,115.5,IA,Data Engineer,0,Large Business,1,1,1,0,1,0,0,0,0,0,0
3.0,Exelixis,"Alameda, CA",1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,59.0,116,87.5,CA,Data Scientist,31,Large Business,0,1,0,0,0,0,0,0,0,0,0
3.8,PNNL,"Richland, WA",1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion ,60.0,101,80.5,WA,Data Scientist,60,Enterprise Business,0,0,0,0,0,0,0,0,0,1,0
4.7,"Collinwood Technology Partners, LLC","Schaumburg, IL",2014,Company - Private,IT Services,Information Technology,$1 to $5 million ,,1,,IL,Data Engineer,11,Medium Business,0,0,0,0,1,1,0,1,0,0,0
3.7,FHLBank Pittsburgh,"Pittsburgh, PA",1932,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion ,,1,,PA,Data Analyst,93,Large Business,0,0,1,0,0,1,0,0,0,0,0
4.4,"Homology Medicines, Inc.","Bedford, MA",2025,Company - Public,Other Industries,Other Sector,Unknown,,1,,MA,Other,0,Medium Business,0,1,0,0,0,0,0,0,0,0,0
4.6,GreatAmerica Financial Services,"Cedar Rapids, IA",1992,Company - Private,Lending,Finance,$100 to $500 million ,31.0,55,43.0,IA,Data Analyst,33,Large Business,0,1,1,0,1,0,0,0,0,0,0
3.7,Sanofi,"Paris, France",1973,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,,1,,MA,Other,52,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.8,Novartis,"Basel, Switzerland",1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,,1,,MA,Data Scientist,29,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
4.4,Acceleron Pharma,"Cambridge, MA",2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,102.0,178,140.0,MA,Other,22,Large Business,0,1,0,0,0,0,0,0,0,0,0
4.0,Pfizer,"New York, NY",1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,136.0,208,172.0,MA,Other,176,Enterprise Business,0,0,0,0,0,1,0,0,0,0,0
0.0,Kronos Bio,"San Mateo, CA",2025,Company - Private,Other Industries,Other Sector,Unknown,110.0,130,120.0,MA,Other,0,Unknown,0,0,0,0,0,0,0,0,0,0,0
3.0,AmeriHealth Caritas,"Philadelphia, PA",1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion ,48.0,85,66.5,PA,Data Analyst,42,Enterprise Business,0,1,1,0,1,0,0,0,0,0,0
3.0,Exelixis,"Alameda, CA",1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,71.0,129,100.0,CA,Other,31,Large Business,0,1,0,0,0,0,0,0,0,0,0
4.7,Strategic Employment Partners,"Los Angeles, CA",2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million ,66.0,123,94.5,CA,Data Engineer,19,Medium Business,1,0,0,0,0,1,0,0,0,0,0
4.2,Grand Rounds,"San Francisco, CA",2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,171.0,272,221.5,CA,Data Scientist,14,Large Business,1,1,0,0,1,0,0,1,0,1,0
3.8,PNNL,"Richland, WA",1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion ,92.0,146,119.0,WA,Data Scientist,60,Enterprise Business,0,0,0,0,0,0,0,0,0,1,0
3.5,"SPINS, LLC","Chicago, IL",1995,Company - Private,Consulting,Business Services,$50 to $100 million ,65.0,126,95.5,IL,Data Engineer,30,Large Business,1,0,0,0,1,0,0,0,0,0,0
3.3,Liberty Mutual Insurance,"Boston, MA",1912,Company - Private,Insurance Carriers,Insurance,$10+ billion ,150.0,239,194.5,IL,Data Scientist,113,Enterprise Business,1,0,0,0,0,0,0,0,0,0,0
3.2,Catholic Health Initiatives,"Englewood, CO",1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion ,44.0,60,52.0,NE,Other,29,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
2.7,FLEETCOR,"Peachtree Corners, GA",2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion ,21.0,35,28.0,TN,Data Analyst,25,Enterprise Business,0,1,1,0,0,0,0,0,0,0,0
3.3,DTCC,"New York, NY",1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion ,118.0,228,173.0,NJ,Other,52,Enterprise Business,1,1,0,0,1,0,0,0,0,0,1
3.7,Applied Research Laboratories,"Austin, TX",2025,College / University,Colleges & Universities,Education,Unknown,82.0,129,105.5,TX,Data Scientist,0,Large Business,1,0,0,0,0,1,0,0,0,1,1
3.9,Southwest Research Institute,"San Antonio, TX",1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion ,52.0,91,71.5,TX,Other,78,Enterprise Business,1,1,0,0,1,1,0,1,0,0,0
3.1,Reynolds American,"Winston-Salem, NC",1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion ,47.0,101,74.0,NC,Other,150,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
2.6,Software Engineering Institute,"Pittsburgh, PA",1984,College / University,Colleges & Universities,Education,Unknown,,1,,PA,Other,41,Large Business,0,0,0,0,0,0,0,0,0,1,0
4.1,Apellis Pharmaceuticals,"Waltham, MA",2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,MA,Other,17,Large Business,0,0,0,0,0,1,0,0,0,0,0
3.7,Raytheon,"Waltham, MA",1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion ,49.0,76,62.5,AL,Data Analyst,103,Enterprise Business,0,1,0,0,0,0,0,0,0,0,1
4.3,RTI International,"Research Triangle Park, NC",1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion ,43.0,88,65.5,NC,Other,67,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
4.9,Avlino,"Holmdel, NJ",2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Less than $1 million ,,1,,NJ,Data Scientist,12,Small Business,1,0,0,0,0,0,1,0,1,1,0
3.8,DICK'S Sporting Goods - Corporate,"Coraopolis, PA",1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion ,61.0,109,85.0,PA,Data Scientist,77,Enterprise Business,1,0,0,0,1,0,0,0,0,1,0
0.0,OneThree Biotech,"New York, NY",2025,Unknown,Other Industries,Other Sector,Unknown,,1,,NY,Data Engineer,0,Small Business,1,0,0,0,0,1,1,0,1,1,0
3.9,AstraZeneca,"Cambridge, United Kingdom",1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,113.0,182,147.5,MD,Data Scientist,112,Enterprise Business,1,1,0,0,0,0,0,0,0,1,0
3.2,Macy's,"New York, NY",1858,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion ,,1,,GA,Other,167,Enterprise Business,1,1,1,1,1,0,1,0,1,0,0
4.4,SafeGraph,"San Francisco, CA",2016,Company - Private,Internet,Information Technology,$10 to $25 million ,,1,,NY,Other,9,Small Business,0,1,0,0,1,0,0,0,0,1,0
3.6,TRANZACT,"Fort Lee, NJ",1989,Company - Private,Advertising & Marketing,Business Services,Unknown,124.0,199,161.5,NJ,Data Scientist,36,Enterprise Business,1,1,1,1,1,1,0,0,0,0,0
3.7,Carilion Clinic,"Roanoke, VA",1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion ,58.0,104,81.0,VA,Data Engineer,126,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
2.1,United BioSource,"Blue Bell, PA",2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million ,52.0,93,72.5,PA,Data Analyst,22,Enterprise Business,0,1,1,0,1,0,0,0,0,0,0
5.0,Senti Biosciences,"South San Francisco, CA",2016,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,CA,Other,9,Medium Business,0,0,0,0,0,0,0,0,0,0,0
3.9,Figure Eight,"San Francisco, CA",2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million ,97.0,181,139.0,CA,Data Engineer,17,Medium Business,1,1,0,0,0,1,0,0,0,1,0
3.9,Tapjoy,"San Francisco, CA",2007,Company - Private,Internet,Information Technology,$10 to $25 million ,100.0,173,136.5,CA,Data Engineer,18,Large Business,0,0,0,0,1,0,0,0,0,1,0
3.2,DoubleVerify,"New York, NY",2008,Company - Private,Internet,Information Technology,Unknown,58.0,108,83.0,NY,Data Analyst,17,Large Business,1,1,0,0,1,0,0,0,1,0,0
4.6,Mitsubishi Electric Research Labs,"Cambridge, MA",1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million ,81.0,161,121.0,MA,Data Scientist,34,Medium Business,0,1,0,0,0,1,0,0,0,1,0
3.8,Fareportal,"New York, NY",2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion ,53.0,96,74.5,NY,Data Scientist,23,Enterprise Business,1,0,0,0,0,0,0,0,1,1,0
2.2,"Rodan and Fields, LLC","San Francisco, CA",2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown,61.0,110,85.5,CA,Data Analyst,23,Large Business,0,1,0,0,0,0,0,0,0,0,0
3.1,Reynolds American,"Winston-Salem, NC",1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion ,65.0,96,80.5,NC,Other,150,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
3.8,Oportun. Inc,"San Carlos, CA",2005,Company - Public,Lending,Finance,Unknown,,1,,MD,Data Scientist,20,Enterprise Business,1,1,0,0,1,1,0,0,1,1,0
4.1,Apellis Pharmaceuticals,"Waltham, MA",2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,MA,Other,17,Large Business,0,1,0,0,0,0,0,0,0,0,0
4.6,Mitsubishi Electric Research Labs,"Cambridge, MA",1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million ,115.0,220,167.5,MA,Data Scientist,34,Medium Business,0,0,0,0,0,0,0,0,0,0,0
2.6,Software Engineering Institute,"Pittsburgh, PA",1984,College / University,Colleges & Universities,Education,Unknown,71.0,144,107.5,PA,Data Scientist,41,Large Business,1,0,0,0,1,0,0,0,0,1,0
3.4,DESC,"Seattle, WA",1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million ,32.0,57,44.5,WA,Data Analyst,46,Large Business,0,1,0,0,1,1,0,0,0,0,0
3.3,Johns Hopkins Health Care,"Baltimore, MD",1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion ,79.0,136,107.5,MD,Data Analyst,136,Enterprise Business,0,0,0,0,1,0,0,0,0,0,0
0.0,Kronos Bio,"San Mateo, CA",2025,Company - Private,Other Industries,Other Sector,Unknown,120.0,145,132.5,MA,Data Scientist,0,Unknown,0,0,0,0,0,0,0,0,0,0,0
3.7,Community Behavioral Health,"Phila, PA",1994,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion ,50.0,89,69.5,PA,Data Analyst,31,Large Business,0,1,1,1,1,0,0,0,0,0,0
3.5,Western Digital,"San Jose, CA",1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion ,68.0,129,98.5,CA,Data Engineer,55,Enterprise Business,1,0,0,0,1,1,1,0,1,0,0
2.7,Advanced BioScience Laboratories,"Rockville, MD",1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million ,48.0,113,80.5,MD,Other,64,Large Business,0,1,0,0,0,0,0,0,0,0,0
3.8,FORMA THERAPEUTICS,"Watertown, MA",2008,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million ,56.0,98,77.0,MA,Other,17,Medium Business,0,1,0,0,0,0,0,0,0,0,0
3.7,Raytheon,"Waltham, MA",1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion ,74.0,124,99.0,MD,Other,103,Enterprise Business,1,0,0,0,1,0,0,0,0,1,0
3.8,Agios Pharmaceuticals,"Cambridge, MA",2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million ,68.0,125,96.5,MA,Other,17,Large Business,0,1,0,0,0,0,0,0,0,0,0
3.3,Liberty Mutual Insurance,"Boston, MA",1912,Company - Private,Insurance Carriers,Insurance,$10+ billion ,39.0,67,53.0,MA,Data Scientist,113,Enterprise Business,0,0,0,0,0,0,0,0,0,1,0
2.7,Bridg,"Los Angeles, CA",2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown,71.0,135,103.0,CA,Data Engineer,14,Small Business,0,0,0,0,0,1,1,0,1,1,0
3.8,Bill.com,"Palo Alto, CA",2006,Company - Public,Financial Transaction Processing,Finance,$50 to $100 million ,107.0,172,139.5,CA,Data Scientist,19,Large Business,0,0,0,0,1,0,0,0,0,1,0
3.8,Pacific Northwest National Laboratory,"Richland, WA",1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion ,49.0,85,67.0,WA,Data Scientist,60,Enterprise Business,0,0,0,0,0,0,0,0,0,1,0
3.0,Infosys,"Bengaluru, India",1981,Company - Public,IT Services,Information Technology,$10+ billion ,54.0,71,62.5,CT,Data Analyst,44,Enterprise Business,0,1,0,0,0,0,0,0,0,0,0
3.9,AstraZeneca,"Cambridge, United Kingdom",1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion ,61.0,123,92.0,MD,Other,112,Enterprise Business,0,0,0,0,0,0,0,0,0,0,0
3.6,AXION Healthcare Solutions,"New York, NY",1980,Company - Private,Health Care Services & Hospitals,Health Care,$10 to $25 million ,47.0,85,66.0,NY,Data Analyst,45,Small Business,0,1,0,0,0,0,0,0,0,0,0
0.0,WeRide.ai,Other,2025,Other Organization,Other Industries,Other Sector,Unknown,,1,,CA,Data Scientist,0,Unknown,1,0,0,0,0,0,0,0,1,1,0
4.6,Greenwich Biosciences,"Carlsbad, CA",2013,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown,,1,,CA,Other,12,Large Business,0,1,0,0,0,0,0,0,0,0,0
3.3,FrankCrum Staffing,"Clearwater, FL",1981,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million ,,1,,FL,Data Analyst,44,Medium Business,0,1,0,0,1,0,1,0,0,0,0
3.5,Alignment Healthcare,"Orange, CA",2013,Company - Private,Health Care Services & Hospitals,Health Care,Unknown,65.0,124,94.5,CA,Data Engineer,12,Large Business,1,1,0,0,1,1,1,1,1,1,0
3.6,TRANZACT,"Fort Lee, NJ",1989,Company - Private,Advertising & Marketing,Business Services,Unknown,87.0,141,114.0,NJ,Data Scientist,36,Enterprise Business,1,1,1,1,1,1,1,0,0,1,0
4.2,ExecOnline,"New York, NY",2012,Company - Private,Education Training Services,Education,Unknown,56.0,95,75.5,NY,Data Scientist,13,Medium Business,1,0,1,0,1,1,1,0,0,1,0
3.5,Charter Spectrum,"North Salt Lake, UT",2025,School / School District,KOther Industries2 Education,Education,$5 to $10 million ,71.0,121,96.0,MO,Data Scientist,0,Small Business,0,1,0,0,1,0,1,0,0,0,0
4.0,Mteq,"Lorton, VA",1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million ,62.0,112,87.0,VA,Machine Learning Engineer,71,Large Business,1,0,0,0,0,0,0,0,0,1,1
3.7,Brillient,"Reston, VA",2006,Company - Private,IT Services,Information Technology,$25 to $50 million ,64.0,108,86.0,MD,Data Scientist,19,Large Business,1,1,0,0,0,0,0,0,0,1,1
0.0,ODSC Hiring Partner,Other,2025,Other Organization,Other Industries,Other Sector,Unknown,,1,,NY,Data Scientist,0,Unknown,1,1,1,0,1,1,0,1,1,1,0
4.0,Two95 International Inc.,"Cherry Hill, NJ",2025,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million ,,1,,IL,Data Scientist,0,Small Business,1,0,0,0,1,0,0,0,0,0,0
0.0,Decode_M,"New York, NY",2025,Unknown,Other Industries,Other Sector,Unknown,,1,,NY,Data Scientist,0,Small Business,1,1,0,0,0,0,0,0,0,1,0
4.4,Entefy,"Palo Alto, CA",2012,Company - Private,Internet,Information Technology,Unknown,89.0,144,116.5,CA,Data Scientist,13,Small Business,1,0,0,0,1,0,0,0,0,0,0
4.4,Vbeyond Corporation,"Hillsborough, NJ",2006,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million ,,1,,WA,Data Scientist,19,Large Business,1,0,0,0,1,0,0,1,1,1,0
